id,name
6585852,1 bedroom close to Central Park
6586663,Studio in the LES
6588947,Sunny Prospect Park 2 Bedroom
6589412,Beautiful Park Slope Brownstone
6590549,Luxury 1bdrm w/ private terrace
6590570,Harlem Treasure
6594861,Park Slope Brownstone Duplex
6596747,Fabulous West Village apartment extra bedroom!
6598334,Upper West Side Manhattan
6598624,"Private Bed, Bath & Patio in prime Williamsburg !"
6599689,Beautiful room upper manhttn.
6599950,studio : chelsea/west villlage
6601284,Gorgeous Garden Apartment in Park Slope
6603534,Private Small Grey Room
6608246,Duplex Suite Sleeps 8
6609293,Spacious brownstone apt in Park Sl
6610244,Sunny Jewel In Historic Harlem
6610516,Bright and Sunny 2 Bedroom
6610629,Art Gallery  in Harlem
6611547,Private Park Slope Brooklyn Hideaway
6611557,Garden Commons Bushwick 4 Bedroom 3 Bath Apartment
6611774,Bright Bedroom in Park Slope
6612737,Furnished Bedroom in Murray Hill
6612744,Sunny&Stylish 1BR★Terrace★Doorman
6613106,Sunny Private Room/Single Bed
6614604,"Nice, cozy double size bedroom"
6619100,Cozy studio in the heart of Chelsea
6619187,Stylish NYC Art Loft
6619589,PRIVATE MODERN ENTIRE APT FOR YOU
6619984,Charming Duplex in Brooklyn Townhouse
6620407,Cozy one bedroom in bushwick!
6622389,Bright and Spacious in Trendy Area
6626581,Cute East Village 2BR
6626894,Beautiful 2BR on Riverside Park
6627016,Spacious 1BR in Prime Williamsburg
6627650,Private Bedroom in Spanish Harlem
6627668,Central Park North - 15min de T SQ
6627752,"Cosy Apt:  Brooklyn, near B/Q, 2/5 subway & buses"
6627931,Spacious 2 Bedroom + Backyard in Fort Greene BK
6628117,Cozy Room in Heart of Williamsburg
6633613,Cozy Room in a Luxury Apartment
6636389,perfect west village location!
6636968,1 BR and a sleeper sofa
6637311,Spacious Contemporary NoMad Loft
6638042,City convenience--country calm
6638377,Lightfilled studio in Brooklyn
6638446,"Modern, Spacious 2BR Apartment"
6638539,Spacious family House in Old Neighborhood
6640144,Classic Upscale Manhattan
6642103,Cozy 1 Bedroom Apartment in BedStuy
6643716,Private room in Nolita PH
6644449,Sunny 1BR Private Room in Williamsburg
6645224,6 bedroom apt on Union Square
6645263,Brooklyn at its finest
6645788,Luxury apartment available for summer rental *
6645963,Sunny private room in Spanish Harlem art house
6649555,Amazing 1BR - heart of West Village
6651070,Nice ROOM
6651156,Brooklyn Heights Dream Apt w/ Private Deck & Views
6652353,Bienvenue à NY - 2BDM with a view
6654202,Great One bedroom in Midtown East
6654304,"Charming, Cozy & spacious  bedroom in Brooklyn"
6654323,Sunny Deck and Private Garden
6654984,Beautiful apartment in trendy Brooklyn
6655786,"Sunny, modern 1 bedroom condo"
6656441,Beautiful Room in Clinton Hill
6656567,Modern Room in Huge Apartament in Manhattan
6657134,"Spacious 2BR/2BA, Great Location!"
6657454,Spacious & sunny in Clinton Hill :)
6659165,Room available in BUSHWICK!
6659371,Cute Mid-Century Bushwick sleeps 3!
6660117,Cosi 2 Beds East Village- 2 months Minimum
6660330,Charming West Village 2.5bd Apt
6660511,Highly Sought After Location East Village NYC
6660518,NY Queens Penthouse Share = 1BR aka Brooklyn Room
6660816,Light Filled Apartment on Tree-Lined Street
6661923,"Hell´s Kitchen, cozy functional 2br"
6662241,NYC Brownstone Duplex With Backyard in Chelsea.
6662422,"Modern Park Slope Family 2 BR, 2 BA"
6662967,One Room And sofa bed
6670064,Modern Loft (Great For WFH) In Perfect Location
6670191,"Size, Splendor & High Ceilings"
6673638,A clean private room in Brooklyn
6674155,Upper East Side Alcove Studio
6676383,2 Bedroom apartment in Brooklyn
6678082,Newly renovated amazing 2 bedrooms
6678351,Spacious Private Bedroom+Bathroom !
6679063,Luxury Apt near Time Square
6686140,1 bedroom apartment in Nolita
6686332,Modern/Sunny Apt Close to Train!
6687933,"Clean, Trendy, Private Room in LES"
6688119,Cozy Apartement
6688617,"Quiet, Spacious, Safe Studio in BK"
6688780,"Private Room at ""The Boat House"""
6689548,Cozy apartment in Nolita/SoHo
6690696,Sunny Prewar 2BR/2BA in Fort Greene
6691723,Bright Cozy Lux 1BR w/Balcony
6692213,Well Furnished Upper East Side Apartment
6692574,Cozy 1br apt in center flushing
6692633,"Stylish, family-friendly house, Prospect Heights"
6692975,Cozy room in Chelsea
6693612,Beautiful One Bedroom Apartment (Midtown) NYC
6699725,Quiet room around corner fr. Subway
6700860,"Family Friendly, Brooklyn, NYC 2br"
6702693,"Designer Fifth Ave 4BR 4.5Ba 6,000sf Modern Loft"
6703001,Cozy garden studio in Gowanus w/ private entrance
6703106,"Cozy 1BR in Williamsburg, Brooklyn"
6704000,Sunny Room in Astoria NYC!
6705604,Beautiful Private Bedroom in NY
6706703,"Cheap, basic room"
6711306,Brownstone in Heart Of Park Slope!
6712618,"Big room 2 blocks from Central Park, UWS Manhattan"
6713005,Large one bedroom
6713521,Your Garden Oasis in Brooklyn!
6713742,Midtown Gem - Nestled by Hotel Row
6713821,Spacious Room w/ Queen Bed
6713911,"Perfect studio w/ Coutryard, piano!"
6714101,Amazing 3 bedrooms
6716066,Harlem/Columbia historic landmark
6716199,large private bedroom
6716444,Large and Quiet Private Bedroom
6717053,Lovely Studio in Flushing/kew Garde
6718257,"Home For Medical Professionals - ""Clinomania"""
6718383,"Home For Medical Professionals - ""Purlicue"""
6719207,"Home For Medical Professionals - ""Veisalgia"""
6722799,Spacious 2 BR sun-filled apartment  in Chelsea
6726337,Beautiful 2 Bedroom Apartment!! NYC
6729589,Sunny 1.5 BR  Charmer!
6730056,Sunny Studio in Chelsea
6730582,"3 bdrms, equip bth/rm kit, 2nd fl, 3 guest min"
6731170,Nice & Sweet Apartment in Manhhatan
6731564,1 bedroom apt in Astoria
6733512,A Serine Stay in Bedstuy
6737249,A Private Room Across From Central Park North
6738207,Heart of Lower East Side
6738524,"Stunning, sunny 1bedroom, Greenpoit"
6739145,Ranch style house with driveway
6741094,Gorgeous Luxury Apartment
6743346,Wildlife Loft Living room adventure
6743935,Whole West Village Studio
6747106,New York apt in beautiful area for Summer
6747308,Luxury 2 BD with spectacular views
6747685,Beautiful Classic Bond Street NoHo Loft
6748711,Awesomely Sunny 1 Bedroom w Balcony
6748952,Private Room w/Bathroom / W'Berg BK
6749285,Sunny 2 Bedroom Brownstone Apt.
6750178,Brooklyn Comfort w Rooftop View
6751450,Next to Empire State building
6757821,Riverside Dr Apartment
6758846,"Williamsburg, BK large apt"
6758849,UPPER EAST SIDE 5BR/4BA GARDEN APT
6759052,Bed-Stuy apt with central air
6759527,Room Available in Sunset Park!
6764316,DUMBO DESIGN LOFT - NEXT TO BROOKLYN BRIDGE PARK
6765697,Cozy bedroom for 2 in Astoria
6766169,Nice and spacious  1BR in Brooklyn
6766259,Lovely & Cozy Room Heart of Astoria
6766662,Gorgeous 1 Bedroom: Balcony + View!
6766894,"Private room, Williamsburg Brooklyn"
6766908,Renovated & Spacious Apt.
6767047,Bright Big Room With Fireplace
6768399,3）Cozy Sunny Warm Room  阳光温馨单房 停车容易
6769535,"1 brm, fully equip bth/rm & kitchen, 2nd fl walkup"
6770160,"Brooklyn's Best - Sun, Air, & Style #10327"
6775098,Soho/West Village 1 bedroom apt
6776698,JFK SPACIOUS ROOM /SLEEPS 2  NEAR SUBWAY
6776711,"Classic NYC, Upper East Side Apt"
6778776,Private Room in Bohemian Haven
6779136,West Village on the Hudson River
6784207,Single Room in 2 bedroom apt.
6784406,1BR (IN 2BR FLEX) - MANHATTAN FIDI
6784873,Spacious Greenpoint 3BR/2BA Apt w/ Organic Garden
6787310,[205] 5 min WALK to Times Square
6791173,Room Available in Large 3 Bdrm Apt!
6794912,Large room in NYC - 2 months
6795231,Charming Brooklyn One Bedroom w Private Backyard
6795568,[203] 5 min WALK to Times Square
6795657,Beautiful newly renovated apartment
6797564,Summer in Gramercy Park. New York
6798811,"Spacious, quiet and comfortable 1BR"
6799118,2 Bedroom Apt. Available July 15 thru Sept. 1
6799692,[206] 5 min WALK to Times Square
6799814,[306] 5 min WALK to Times Square
6799895,[301] 5 min WALK to Times Square
6799932,[302] 5 min WALK to Times Square
6799999,[305] 5 min WALK to Times Square!
6800277,[307] 5 min WALK to Times Square
6804319,"Big, sunny garden apt in Brooklyn"
6806282,Cozy Room in Charming East Village
6807079,Summer in NYC - Luxury Apartment in Brooklyn
6807281,Bright spacious 1BR on the park
6807836,Beautiful large double room in Brooklyn
6808818,Antique Style Room With Backyard Views
6809332,"Cozy, Warm Home in the West Village"
6811968,Private room female students ONLY-1
6812061,"6 minutes from La Guardia Airpt. Quiet, Clean Room"
6812270,Bushwick/Bed Stuy Border
6812456,Large 2 bedroom apartment
6812717,View Waterfront Studio - Manhattan
6813041,*Musician's Apartment* in Brooklyn
6821839,"1 BR Apt., historic Jackson Heights"
6821978,"Charming, Sunny Home in Heart of BK"
6823578,Beautiful home in the Heights
6824996,"Upper East Side Sublet, Cute Street"
6827028,ROOMY 2BA/3BD - Parking Included
6833000,Studio in the heart of Manhattan
6833049,Sunny Spacious 1BR in West Village
6833395,spacious loft with amazing 360 panoramic views
6834972,Floorthru Two Bed & Private Yard
6835487,"Cozy one bdrm apt, Lower East Side"
6837529,1 BR available in lovely LES unit
6843145,"3 BR Family home, 1 avenue from Central Park"
6846956,"1-BR In ONE-OF-A-KIND, EXPOSED-BRICK LOFT w/ VIEWS"
6847053,Room in Sunny & Spacious Uptown Apt
6850752,Large Bright Williamsburg Apartment - Lorimer St.
6851685,Hudson Luxury Suite - Water and Bridge Views
6851700,Private room in quintessential BK!
6851875,LUXE CROWN HEIGHTS DUPLEX - Balcony + Rooftop
6853661,"Clean, Spacious LES 1 Bdrm"
6853752,Three-story house in prime Wburg
6853761,Prime Williamsburg sanctuary
6854013,Beautiful Penthouse Apartment
6854404,Beautiful Apt. Above WTC Memorial
6855514,Clean & sunny private room (fits 3)
6862191,"2 Bedroom Apartment in Dumbo, Brooklyn"
6863691,BKLYN'S Best 3BR Townhouse  W/Garden
6863948,Studio + loft space in Gramercy
6864482,Queer friendly lofted Bedstuy room
6865662,"Loft style, spacious, warm East Village sanctuary"
6866061,Delightful & Roomy 1 Bdrm Apt
6866960,"Oasis Near Brooklyn College, KCH and Downstate"
6869363,Location! Upper West Side
6871251,Large UWS Apartment by the Park
6880480,Entire Apt Near Train Magical Midwood Retreat
6880873,Parkside Renovated 1 bedroom
6880990,En suite room  Upper West Side
6881827,Times Square/Hells Kitchen Home
6882689,Cool centrally located LES apt.
6883096,Brand NEW built luxury Apartment (No extra fees)
6883404,Chic and homey Chelsea Studio
6884147,Bedroom with huge windows and space
6884254,Cozy quiet room off of Broadway
6885767,Real New York City Cozy Living
6885805,Private room in South Williamsburg
6886371,Sunny and Roomy Hell's Kitchen Studio - LOCATION!
6887127,Brand New Doorman One Bedroom UWS
6887405,Private Room in Comfy NYC Apt!
6887755,Spacious and nice 2BR near Subway
6892731,"Clean Safe Apartment  Kitchen, Wifi  Parking +more"
6895056,Nice Single room sublet for April 1st onward!
6895270,Duplex apt in Stylish Townhome
6896715,Charming 1br apartment in midtown
6896737,"Cool Astoria, private Room  steps from LAG"
6897066,Fantastic 1 Bedroom in Soho
6898240,Spacious Midtown Retreat!
6900168,Wanderlust. A perfect private space to unwind.
6901484,Williamsburg - Berry and N 9th
6901734,Spacious Apt Near Central Park
6902855,Loft-like Apt on the Park / 18 min to Manhattan
6908140,Lovely Brick Townhouse
6909447,Cozy & perfectly located Studio
6909615,Nifty room near Express A train!
6911965,Private Bedroom on Prospect Park
6912211,Retreat Near Manhattan (Clean & Sanitized)
6913023,A Hideaway Room
6913431,Garden Level Nest in Brooklyn
6913773,"Home For Medical Professionals - ""Delirium"""
6913969,"Home For Medical Professionals - ""Necrosis"""
6914268,Room in apartment
6914516,Large Bedroom with Private Terrace
6915467,clean room close to subway station
6919971,Studio Apartment on Upper West Side
6921831,Home Sweet Harlem
6921974,Williamsburg Studio
6921984,The Perfect West Village Stay!
6922490,Perfect Location! Large One Bedroom
6923000,Williamsburg Luxury Apartment
6923161,Cozy room just off Central Park
6924400,West Village Apartment With Character
6925777,Lofty/Sunny Private Rm in Bushwick!
6926686,CLEAN and COMFY room avail in SoHo!
6926732,"Cozy Room, nice neighborhood"
6927027,Charming & private room in W'burg
6929738,CLOSE TO EAST SIDE HOSPITALS- Modern 2 Bedroom Apt
6933326,STUNNING NYC ROOM RIVER VIEW/LIGHT!
6933582,Cozy home in the heart of Astoria
6934770,Cozy and Large 1 bedroom Apartment
6936620,Private room Female students only-3
6936903,Williamsburg Oasis w/ Private Yard!
6937871,Large Private Room on Prospect Park
6937897,Tasteful Duplex in Gramercy Park
6938827,Prime apartment in prime Park Slope location!
6939024,Chic 1 BR in East Village
6939597,Brownstone garden apartment with access to patio
6939638,Heart of Tribeca next to everything
6939668,Lovely 1BR on the Upper West Side
6939758,Mid-century Apt. Next To Subway
6939859,"Nice room, very close to the subway"
6940108,Classic Upper East Side 1 Bed (king bed) Apt
6944665,Gorgeous room!! Open for summer!
6946479,Lovely 3 Story Cottage in Park Slope
6947196,5th ave Flatiron Loft
6948161,Awesome Studio in Chelsea
6949104,"Chelsea Flat-Gorgeous, Bright, Safe"
6949526,"Brooklyn's heart,
 Ft Greene! 1day free bicycle"
6950074,"Beautiful, Cozy Apartment"
6950807,Spacious 1bdrm in Long Island City
6951342,1900 sqft Renovated Loft Soho
6953625,Sweet Gem near Fort Greene Park
6955143,Large Sunny Private Bedroom
6956358,Spacious & happy gem in LES!
6956731,Beautifully Designed & Modern/ROOMBA CLEANER
6957168,Charming Carroll Gardens 2 bed apt
6957328,Williamsburg❤️Central Location Queen Bed A/C
6958924,Upper WestSide NYC Central Park II
6965441,Chelsea NYC 1 Bedroom near Highline + Meatpacking
6965529,Big comfy space close to Yankees.
6966985,Large Room in Central Apt
6967201,Huge Room on Central Park
6967305,Prospect Heights garden apartment
6967861,A huge apartment near Manhattan
6968488,One bedroom in Brooklyn-Fort Greene
6968737,Park Slope Brooklyn for July
6969011,"BIG Beautiful private bedroom, 5 minutes to subway"
6969048,Large bedroom in an extremely large apartment
6969473,SOHO GEM 2750 SQ FT
6970005,"Artist home, Greenwich Village, NYC"
6970372,"*RAZZMATAZZ* Close to NYP, MSKCC hospitals (2 BR)"
6970776,*ESSENTIAL* Convenient Studio- Upper East Side!
6971141,Upper East Side 2 bedroom- close to Hospitals-
6971348,CLOSE TO EAST SIDE HOSPITALS- Modern 2 Bedroom Apt
6971639,ACADIA Spacious 2 Bedroom Apt - Close to Hospitals
6971750,*ENCHANTMENT* Upper East Side 2 bedroom- Sunny!
6971871,*JAMES* Amazing Spacious 2 Bedroom- Bright!
6972046,Large Private Upper West Side Room
6972089,*ODYSSEY* Sunny 1 Bedroom Apt- Bright & Cheery!
6972192,*WINDSONG* Serene 1 BR in Townhouse near Park
6972271,"2BR Cozy, Large & Central Apartment"
6972554,Nice 1 BR Apartment at Central Park
6972673,Spacious one bedroom with en-suite
6974249,Prime Williamsburg Location
6974801,"1BR with Roof, Balcony, best 'hood!"
6975129,"Large room, cozy, 15min Manhattan"
6976045,Cozy apt in lively Carroll Gardens
6977204,Private Room in Very Convenient Location
6982967,A quiet space in Brooklyn
6985434,*SKYTRAIN* Studio Apartment - Great Bright Space!
6985888,*TERRA GARDEN* 1 Bedroom Garden Apartment
6986600,COZY TOP FLOOR DWELLING
6988265,Great for a family of 4!
6988905,A Perfect Midtown Studio (24/hr Doorman)
6989258,Cozy Gem in Harlem Close to ALL!
6989436,Spanish Harlem with terrace.
6990524,3BR Gramercy Apt in heart of NYC
6992300,Tranquility On Riverside
6992831,Big 1 Bedroom Brooklyn Ditmas Park
6992939,"Beautiful Cute Studio, Fort Greene"
6992973,1 Bedroom in Prime Williamsburg
6993265,Huge Loft - Heart of Williamsburg
6994064,The Most Efficient Efficiency Ever
6994259,Beautiful apartment in awesome Clinton Hill!
6999056,Manhattan at its best! Trendy area
7001872,Perfect UES; steps from Park Ave
7002884,Studio with East River View
7003060,Charming Brooklyn Brownstone!
7003788,Luxury Apt 10mins Manhattan
7004408,Cozy & Zen Manhattan Soho Appartment
7004933,Private Bathroom! UES-Manhattan-Female Only
7006494,Chelsea Square Apartment
7010135,Upper East Side - 1 Bedroom Queen
7010332,Belmont manor
7010681,Gorgeous Garden Apt Steps To Park
7011234,Spacious room in the West Village
7015831,Relaxing bedroom in 6br apartment
7019195,Essex House - Central Park View
7020266,Private room in sunny apt.
7021346,Nice and Cozy Room
7023033,♡Private Rm/Women's Safe Art Home♡
7023437,Loft rental off of Graham!
7023583,LG Bright Apartment
7023739,Charming Studio in Gramercy Park!
7023818,Near Central Park & Grand Central
7024079,Best Location near Columbia U
7024138,Sunny - Large Two Bedroom
7024303,LIGHTFILLED ONE BEDROOM LOFT
7024342,"Custom Designed Cozy Garden Apt,"
7024538,Sublet entire apt in Brooklyn
7024774,Our beautiful apt in Fort Greene
7025026,Prime West Village w/Outdoor Patio
7028199,NO FEE RENTAL *Lease Takeover Modern Apt Downtown
7031803,1 bdr in the heart of Harlem
7032396,Large 1Br Apt + Balcony in LES!
7032930,BROOKLYN  BROWNSTONE DUPLEX  1 BEDROOM WITH YARD
7035051,park slope duplex with yard
7035579,Bright spacious 1BR w high ceilings
7036079,2BR apt. in converted church with large terrace
7036285,Couch or space in shared apartment
7036435,Quiet Bushwick Bedroom
7037791,Alexander's 2BR Quarters
7037918,"Near LGA, Citifield, US Open Tennis"
7038801,Private room in the best part of BK
7041968,1 BR apartment sublet.
7043817,Williamsburg family home -3 bedroom
7047076,Patio Oasis in Upper East Side
7048195,Lrg room 1 block from Prospect Park
7048331,Wonderful artists' loft in Brooklyn
7048418,3BR/1 Ba in TriBeCa w/ outdoor deck
7048508,"Welcoming, Clean, Cheap on St Marks"
7048518,Spare room in Williamsburg
7050316,Best Location near Columbia U
7051619,Big Studio-One Stop from Midtown
7052026,585 sf Luxury Studio
7053165,Dynamite 2 Bedroom for the Holidays
7053353,Large PB w/ Half Bath in Astoria
7053502,Artist Ft Greene Brownstone - vaccinated host
7053815,HUGE Entire Flr. Private Entry/Bath
7054267,"Clean, quiet Upper East Side apt ."
7054405,Large room in Prospect Park
7054468,Lovely Light-Filled Room
7054585,"Spacious Loft in NYC, close to all"
7054797,"2 brm, fully equip  bth/rm, kitchen, 2nd fl walkup"
7059663,WALk 2MOMACENTRAL PARK 1bedroomliving roomQtrain
7062446,Midtown Manhattan Hideout
7064935,Private Room in Gorgeous  Apartment In Manhattan
7065307,Central Soho Apartment
7065653,Modern One Bedroom in Kips Bay (4)
7066122,1 BEDROOM PENTHOUSE W AMAZING VIEWS
7066414,Fabulous Apartment with Soaking Tub
7066592,Bedroom in Beautiful Gramercy Park
7070705,Room in heart of Williamsburg
7071657,Spacious Upper East Side  one bedroom apartment!
7071672,Top floor apartment weside Harlem
7071677,"Cozy room in Bushwick, Dekalb L train, Backyard!"
7072245,Room in Heart of East Village!
7072541,"1Bdr Artist Apt. (L,M,J,Z trains)"
7074488,"Bilevel Penthouse: Park, City Views"
7074504,Lovely private room with half bath
7074961,"Spacious bright 2-bed duplex in Bed-Stuy, Brooklyn"
7084621,Renovated W. Village 2 bed 2 bath
7086310,Chic room in big apt near Columbia Medical Center
7087255,Charming Windsor Terrace Home
7087752,Lovely Room in Wonderful Apartment
7089639,"Cozy Room, Heart of East Village"
7090264,Bed-Stuy 1BR garden apt
7091014,Cute and Cozy in South Slope/Gowanus Brooklyn
7091390,Apartment on Riverside
7092505,Duplex Studio: Cleaning CDC guidelines implemented
7093122,Perfect Downtown Location in Nolita
7093920,Roosevelt Island Charm
7093979,1st Floor 3 Bedroom Apt Midtown NYC
7094112,"Stuyvesant, East Village"
7094262,53rd & 3rd Midtown Manhattan
7094462,Adorable One Bedroom in Greenpoint
7094619,Luxury Apt in Prime Location
7095426,Stunning studio on Wall street
7095534,Private BR in ABC
7095888,A Spacious & Homelike Brooklyn Stay
7101822,Bright & airy 2BR penthouse apt
7105865,Large Room in Upper Manhattan
7108852,Gorgeous apt in the heart of BK
7108992,Huge Upper West Side Apartment - 3 rooms
7111775,Charming Park Slope Studio
7114665,Large room
7116034,Beautiful Private ROOM | PRIVATE BATHROOM
7116071,30 Minutes to Manhattan / Sleeps 7
7116273,Sunny private room close to all
7116799,A Touch of Elegance ~
7122067,Finally! A room with amazing vibes!
7124028,Soho Loft
7124926,Sunny 2BR in Heart of Fort Greene
7125699,East Williamsburg Artist Retreat
7126110,Sunny East Village Bedroom
7126996,Williamsburg 2 BR Apt w View of NYC
7127458,Great 1 bdr in a 1 bedroom apartment. Great deal!
7127684,Private bedroom in Bushwick BK
7129972,"Beautiful, modern SoHo/TriBeCa apt"
7131007,Cozy Home in Brooklyn Brownstone
7132891,Bohemian & Chic Apartment.
7133488,Private room in Astoria Broadway st
7141549,"Sunny, beautiful and spacious room in Midtown"
7142734,1 Bedroom w/Jacuzzi in Private Home
7143587,Quiet 1-BR in SoHo; Private Rooftop
7144807,"Spacious, Clean , Close to Local Transportation"
7149408,Cozy private room in Manhattan
7149452,Clinton Hill Apartment
7149710,Full bed/air-conditioned/secluded
7151565,"Bottom half of duplex, Williamsburg"
7155442,Huge Room in Prime Williamsburg
7158132,"Private 1 Bdrm, 1Bth, UES in NYC"
7158417,Dov & Naomi's Beautiful Apt.
7159258,Forrest and Bogart
7161189,Modern and spacious in Bed Stuy
7162435,Bright Modern Apartment in Chelsea
7172107,Upper West Side Family Escape
7174695,"Lux, UES,  3Beds, Family Apt"
7175595,Private Room in Gorgeous Apartment
7176975,New/spacious 2 bedrooom 1.5 bath!
7177958,Convienent 1-bedroom near Columbia
7179646,Cozy room in the heart of Brooklyn
7180015,"private room, cute&cozy apartment"
7180335,Comfortable Bedroom
7181422,Cute 1br in Williamsburg
7182243,Private Room with Twin bed and Pullover bed...
7193201,Private RM in Heart of East Village
7194138,Nice Carroll Gardens 2BR by F Train
7194538,"Big home, 3 floors, good 4 families - 2,800 sqft"
7194972,"Charming, Central Park Studio Apt"
7195202,Sunny central Wmsburg Apartment
7197915,The Heart of the Lower East Side!
7198878,sunny + comfy bedroom in greenpoint
7199464,Upper West Side Rm by Central Park!
7200503,Bright/Large 1BR near Central Park
7201169,midtown apartment
7201615,Unique Artist Loft in Soho
7202170,Midtown East penthouse studio
7202368,Chic Studio Apartment in Bed Stuy
7203943,Waterfront in Williamsburg
7204721,Charming Cozy Brooklyn 1BR
7205064,Ideal for Long/Extended Stays
7205212,Sunny Studio Next to Central Park
7205668,Sunny room in GPoint/Williamsburg
7206401,Wonderful Inwood
7207594,Perfect Rental Near Prospect Park!
7221712,"Williamsburg, Brooklyn Artist Loft"
7222354,"Sunny Upper East Side Apt, Balcony"
7222833,2BR/2BA luxury condo in W'Burg
7224028,Modest and Cute Room in Bushwick Brooklyn!
7224086,Private Bedroom in Bushwick
7226624,"Brooklyn Alcove, Convenient Locale!"
7227435,Brooklyn loft with huge livingroom
7228259,NYC Excitement Meets Quiet and Comfort!
7228397,West Harlem Apartment
7234538,Lovely sun-filled Brownstone!
7239527,CLEAN AND COZY UES
7239575,"2 Bedroom, UES"
7240002,Nice and Perfect Location Studio
7240464,Perfect family getaway!
7240997,Modern 19th C West Village Charmer
7241020,Spacious & Bright Artist Retreat
7243708,Spacious sunny room in Clinton Hill
7244171,Cozy Studio Duplex
7244824,Inviting Private Room in NYC.
7244923,East Village Duplex Private Yard
7246159,Charming apt on UWS 8/3-8/7
7247763,Master bedroom in artsy Bushwick
7254952,Prime Park Slope  Family Home
7254973,BROOKLYN Downtown/Dumbo Loft for 6
7254986,Country House in the City
7255372,~Room for Guest in Stunning BK Apt~
7257163,Super Charming West Village Place
7257311,Cozy Walk-up Apt in the Historic East village
7258306,Studio in the Heart of Greenwich!!!
7259369,1 Bedroom Apartment in Nolita/ Soho
7262068,Studio apt. Central Park West
7262439,Bright & cozy room in Brooklyn!
7264263,Beautiful classic NYC studio
7264471,Sunset Park Sublet
7264560,"Spacious Room in Creative Neighborhood, JMZ line"
7264659,Olivier
7265079,Park Slope sweet cozy home! Wifi!
7265118,177st. Manhattan
7265249,"South Slope Sunny 2 Bedroom, 2 bath"
7265253,1 Bed in a Lux Apt on Wall Street
7265331,Newly renovated near subways and the cloisters!
7271876,Cozy 1 Bedroom Bushwick Apt off Dekalb L
7272680,Sunny Double Room
7274441,Beautiful BedStuy Brownstone Apt
7275273,Cozy & Super Convenient Studio!
7275417,**Artist Brooklyn Heights Loft**
7275655,Cosy 1 bed in trendy East Village!
7276534,LaGuardia Room with Private Entrance(1)
7277143,Quiet private room upper east side
7277600,Upper east haven
7278762,"Private Roof, balcony 2 BR Queens Center"
7279583,The Harlem Mansion
7279657,1 Bdr. Apt. in Ridgewood/Bushwick
7288752,Comfortable Greenpoint Apt. Short or Longer Stay
7292891,Large 2 BR Apartment in Chelsea
7293506,Charming Upper West Side Apartment
7302762,Spacious Duplex With Private Deck
7304034,SPACIOUS Lower East Side DUPLEX 3 bed 2 ba COMFY
7305718,"Cozy, clean studio with a view!"
7307468,Large Room in Brooklyn w/ Office
7309129,Beautiful Airy Lower East Side Loft
7309427,Beautiful Architect Renovated Home
7309633,Small One Bedroom BK - Quiet n Cute
7310097,"3 Bedroom, 1st Fl, family apt."
7310330,East Village! Beautiful 2BD Apt.
7310835,SoHo 2 Bedroom 2 Full Bath with Private Terrace
7311209,SUPER HUGE ROOM IN GREENPOINT BK
7318332,Our lovely nest in the West Village
7319791,Cozy  room at trendy Lower east side
7320160,Charming Old-School Apartment 2
7320353,"Clean,quiet room near prospect park"
7321054,"Great room, 7 min from Manhattan!"
7322088,A Bedroom in a Kosher Appartment
7322656,Clean & Quiet room in Bushwick
7323905,Stylish East Village One Bedroom Apartment
7324746,Cozy & Sunny Sage Room in Townhouse
7325293,Big Room in the heart of Upper East
7327782,Light-Drenched Private 1 Bedroom
7327833,Charming Apartment in Crown Heights
7328712,Flatiron 1 Bedroom
7328775,The studio on the park!
7329917,In the Heart of NYC:  and Theater!!
7330488,Charming Classic UWS Bedroom & Balcony
7331070,Your own house in NYC
7331835,Bright Studio heart of LES
7331958,Sunny luxurious loft Studio
7332196,Bright and Hip in Morningside
7339802,"HUGR 1BR+ in Sugar Hill, Harlem"
7340318,Private Greenpoint Studio Floor 1
7344720,Clean and comfortable 3 person private room
7345443,Spacious 3 bedroom on Prospect Park
7347733,Studio in central historical Harlem
7348509,Modern 1BR in Heart of Williamsburg
7348925,1 BR Apartment
7349421,Comfortable private room in Harlem
7355158,Artistic Brooklyn Apartment
7358093,Brooklyn Brownstone with Backyard
7359313,Luxury Doorman Apt in Midtown East!
7359878,Bedroom in 4bed/1bath in Brooklyn!
7361434,Ditmas Park Spacious Studio Apt
7362186,"PRIVATE BEDROOM TIMES SQ, CLOSE to Everything!"
7362840,Beautiful Private Area in Flatbush
7363109,Manhattan Getaway - LES
7366831,"Sunny, big room available in 3 BDRM"
7367039,Welcome to our Luxury home
7367165,Sunny Room Overlooking Harlem
7367484,HUGE ROOM WITH PRIVATE BATHROOM
7368173,Lovely Brooklyn Brownstone
7368190,"Bright, Airy, Quiet 1 Bd"
7376952,Brownstone@Central Park❤️Manhattan historic area
7378773,Clean and Sunny Brooklyn apt!!
7379929,Great E.Village Apt. Best Location!
7380251,Private Room in New Bed-Stuy Lofts
7381038,South Slope Modern + Spacious with Outdoor Deck
7381236,Authentic Brownstone New York Living
7381893,casa gumamela - cozy + bright room
7382396,Bushwick Oasis
7382573,Bright room in Williamsburg loft
7382982,Bright double room in West Village
7383380,Large loft in Bushwick
7383804,1 room available for in midtown NYC
7385692,"Huge 1 bdr, convenient location!"
7386119,"Large, sunny, quiet, 2 bed apt"
7387862,Cozy bedroom in E. Village in July
